Date,SPY
2022-09-16,370.0214538574219
2022-09-19,372.8909912109375
2022-09-20,368.6107177734375
2022-09-21,362.1807556152344
2022-09-22,359.13848876953125
2022-09-23,353.1211853027344
2022-09-26,349.6278991699219
2022-09-27,348.73541259765625
2022-09-28,355.59716796875
2022-09-29,348.1691589355469
2022-09-30,342.78521728515625
2022-10-03,351.8352355957031
2022-10-04,362.7373962402344
2022-10-05,361.892822265625
2022-10-06,358.15960693359375
2022-10-07,348.1691589355469
2022-10-10,345.5107421875
2022-10-11,343.3226318359375
2022-10-12,342.190185546875
2022-10-13,351.220947265625
2022-10-14,343.21710205078125
2022-10-17,352.0367431640625
2022-10-18,356.17303466796875
2022-10-19,353.6490173339844
2022-10-20,350.6836242675781
2022-10-21,359.2056579589844
2022-10-24,363.6011047363281
2022-10-25,369.40728759765625
2022-10-26,366.6241760253906
2022-10-27,364.6663818359375
2022-10-28,373.342041015625
2022-10-31,370.6452941894531
2022-11-01,369.02337646484375
2022-11-02,359.76226806640625
2022-11-03,356.0578918457031
2022-11-04,361.18267822265625
2022-11-07,364.6375732421875
2022-11-08,366.6049499511719
2022-11-09,359.0520935058594
2022-11-10,378.78350830078125
2022-11-11,382.4496154785156
2022-11-14,379.19622802734375
2022-11-15,382.4303894042969
2022-11-16,379.5129089355469
2022-11-17,378.3516540527344
2022-11-18,380.0694885253906
2022-11-21,378.6875305175781
2022-11-22,383.7835388183594
2022-11-23,386.2019958496094
2022-11-25,386.1156005859375
2022-11-28,379.95440673828125
2022-11-29,379.3017578125
2022-11-30,391.2500305175781
2022-12-01,390.9621276855469
2022-12-02,390.5110778808594
2022-12-05,383.48602294921875
2022-12-06,377.9581604003906
2022-12-07,377.315185546875
2022-12-08,380.2710266113281
2022-12-09,377.43035888671875
2022-12-12,382.8718566894531
2022-12-13,385.7701416015625
2022-12-14,383.3037414550781
2022-12-15,373.9274597167969
2022-12-16,369.5128173828125
2022-12-19,366.37945556640625
2022-12-20,366.8808288574219
2022-12-21,372.36663818359375
2022-12-22,367.0543518066406
2022-12-23,369.1657409667969
2022-12-27,367.7099304199219
2022-12-28,363.1401062011719
2022-12-29,369.6767272949219
2022-12-30,368.7029724121094
2023-01-03,367.1507568359375
2023-01-04,369.9852600097656
2023-01-05,365.7624206542969
2023-01-06,374.150146484375
2023-01-09,373.9380187988281
2023-01-10,376.56036376953125
2023-01-11,381.3230895996094
2023-01-12,382.71142578125
2023-01-13,384.1961975097656
2023-01-17,383.4923095703125
2023-01-18,377.4377746582031
2023-01-19,374.6900634765625
2023-01-20,381.6702575683594
2023-01-23,386.249755859375
2023-01-24,385.83514404296875
2023-01-25,385.9797668457031
2023-01-26,390.2218017578125
2023-01-27,391.1184387207031
2023-01-30,386.2111511230469
2023-01-31,391.8897399902344
2023-02-01,396.0546569824219
2023-02-02,401.8199768066406
2023-02-03,397.5489807128906
2023-02-06,395.11944580078125
2023-02-07,400.2870788574219
2023-02-08,395.9100341796875
2023-02-09,392.4778747558594
2023-02-10,393.3937683105469
2023-02-13,398.0117492675781
2023-02-14,397.82861328125
2023-02-15,399.1205139160156
2023-02-16,393.6251525878906
2023-02-17,392.6416931152344
2023-02-21,384.7650146484375
2023-02-22,384.2347412109375
2023-02-23,386.2786560058594
2023-02-24,382.1522521972656
2023-02-27,383.4537658691406
2023-02-28,382.0365905761719
2023-03-01,380.5711669921875
2023-03-02,383.5309143066406
2023-03-03,389.68194580078125
2023-03-06,389.95184326171875
2023-03-07,383.9744567871094
2023-03-08,384.60107421875
2023-03-09,377.5052795410156
2023-03-10,372.05810546875
2023-03-13,371.5278015136719
2023-03-14,377.669189453125
2023-03-15,375.3070983886719
2023-03-16,381.8919372558594
2023-03-17,377.4266052246094
2023-03-20,381.0557861328125
2023-03-21,386.0592346191406
2023-03-22,379.47833251953125
2023-03-23,380.504150390625
2023-03-24,383.00103759765625
2023-03-27,383.7171936035156
2023-03-28,382.8558654785156
2023-03-29,388.420654296875
2023-03-30,390.6949768066406
2023-03-31,396.20166015625
2023-04-03,397.7113952636719
2023-04-04,395.50482177734375
2023-04-05,394.4693298339844
2023-04-06,396.0080871582031
2023-04-10,396.4145202636719
2023-04-11,396.52099609375
2023-04-12,394.9047546386719
2023-04-13,400.1502380371094
2023-04-14,399.1727294921875
2023-04-17,400.60504150390625
2023-04-18,400.8663330078125
2023-04-19,400.7986145019531
2023-04-20,398.6114196777344
2023-04-21,398.9211120605469
2023-04-24,399.3372497558594
2023-04-25,392.99822998046875
2023-04-26,391.3336486816406
2023-04-27,399.12432861328125
2023-04-28,402.5309753417969
2023-05-01,402.12445068359375
2023-05-02,397.60491943359375
2023-05-03,394.8757629394531
2023-05-04,392.078857421875
2023-05-05,399.3372497558594
2023-05-08,399.44366455078125
2023-05-09,397.6920166015625
2023-05-10,399.5501403808594
2023-05-11,398.8533935546875
2023-05-12,398.33074951171875
2023-05-15,399.7050476074219
2023-05-16,397.03387451171875
2023-05-17,401.8534851074219
2023-05-18,405.72467041015625
2023-05-19,405.13427734375
2023-05-22,405.298828125
2023-05-23,400.7502136230469
2023-05-24,397.8468933105469
2023-05-25,401.2922058105469
2023-05-26,406.4891357421875
2023-05-30,406.64404296875
2023-05-31,404.3891296386719
2023-06-01,408.231201171875
2023-06-02,414.1347351074219
2023-06-05,413.34112548828125
2023-06-06,414.2411804199219
2023-06-07,412.8088073730469
2023-06-08,415.3057556152344
2023-06-09,416.0508728027344
2023-06-12,419.82525634765625
2023-06-13,422.5931396484375
2023-06-14,423.096435546875
2023-06-15,428.3417663574219
2023-06-16,426.8828125
2023-06-20,424.6680603027344
2023-06-21,422.49212646484375
2023-06-22,424.01715087890625
2023-06-23,420.8116149902344
2023-06-26,419.0923156738281
2023-06-27,423.68695068359375
2023-06-28,423.9006652832031
2023-06-29,425.5714111328125
2023-06-30,430.59344482421875
2023-07-03,431.0888671875
2023-07-05,430.4477233886719
2023-07-06,427.0770568847656
2023-07-07,425.9988098144531
2023-07-10,427.0770568847656
2023-07-11,429.7969055175781
2023-07-12,433.2550048828125
2023-07-13,436.6937255859375
2023-07-14,436.4217529296875
2023-07-17,437.93707275390625
2023-07-18,441.19122314453125
2023-07-19,442.17230224609375
2023-07-20,439.2387390136719
2023-07-21,439.2387390136719
2023-07-24,441.20098876953125
2023-07-25,442.4054870605469
2023-07-26,442.4734191894531
2023-07-27,439.5398254394531
2023-07-28,443.84307861328125
2023-07-31,444.6882019042969
2023-08-01,443.4156494140625
2023-08-02,437.24737548828125
2023-08-03,435.9942626953125
2023-08-04,434.0223693847656
2023-08-07,437.8108215332031
2023-08-08,435.9068603515625
2023-08-09,432.9927673339844
2023-08-10,433.1481628417969
2023-08-11,432.89556884765625
2023-08-14,435.2852478027344
2023-08-15,430.2145690917969
2023-08-16,427.0576477050781
2023-08-17,423.8034973144531
2023-08-18,424.0074157714844
2023-08-21,426.7662048339844
2023-08-22,425.6102600097656
2023-08-23,430.3506164550781
2023-08-24,424.3863525390625
2023-08-25,427.3781433105469
2023-08-28,430.0883483886719
2023-08-29,436.3051452636719
2023-08-30,438.1022033691406
2023-08-31,437.4610900878906
2023-09-01,438.2770690917969
2023-09-05,436.38287353515625
2023-09-06,433.4493103027344
2023-09-07,432.1185302734375
2023-09-08,432.7693176269531
2023-09-11,435.6155090332031
2023-09-12,433.22589111328125
2023-09-13,433.73101806640625
2023-09-14,437.4707946777344
2023-09-15,432.2000427246094
2023-09-18,432.4535217285156
2023-09-19,431.55657958984375
2023-09-20,427.5892028808594
2023-09-21,420.5218505859375
2023-09-22,419.5762939453125
2023-09-25,421.3407287597656
2023-09-26,415.150634765625
2023-09-27,415.3163757324219
2023-09-28,417.72412109375
2023-09-29,416.7103271484375
2023-10-02,416.5446472167969
2023-10-03,410.9687194824219
2023-10-04,413.9613952636719
2023-10-05,413.8053894042969
2023-10-06,418.71844482421875
2023-10-09,421.399169921875
2023-10-10,423.5924987792969
2023-10-11,425.3276672363281
2023-10-12,422.73468017578125
2023-10-13,420.6290588378906
2023-10-16,425.0546875
2023-10-17,425.0351867675781
2023-10-18,419.37152099609375
2023-10-19,415.6867980957031
2023-10-20,410.578857421875
2023-10-23,409.86712646484375
2023-10-24,412.9573669433594
2023-10-25,407.030517578125
2023-10-26,402.15643310546875
2023-10-27,400.3335876464844
2023-10-30,405.119873046875
2023-10-31,407.6641540527344
2023-11-01,412.0117492675781
2023-11-02,419.90771484375
2023-11-03,423.73870849609375
2023-11-06,424.7135009765625
2023-11-07,425.92230224609375
2023-11-08,426.2342224121094
2023-11-09,422.9100646972656
2023-11-10,429.509521484375
2023-11-13,429.10009765625
2023-11-14,437.42498779296875
2023-11-15,438.3510437011719
2023-11-16,438.8872375488281
2023-11-17,439.43310546875
2023-11-20,442.815673828125
2023-11-21,441.8505859375
2023-11-22,443.5564880371094
2023-11-24,443.8294372558594
2023-11-27,443.0301208496094
2023-11-28,443.46875
2023-11-29,443.1568298339844
2023-11-30,444.9017639160156
2023-12-01,447.5337219238281
2023-12-04,445.1844482421875
2023-12-05,445.0967102050781
2023-12-06,443.3030700683594
2023-12-07,446.68560791015625
2023-12-08,448.6060485839844
2023-12-11,450.35089111328125
2023-12-12,452.40777587890625
2023-12-13,458.6465148925781
2023-12-14,460.1185302734375
2023-12-15,459.36083984375
2023-12-18,461.94482421875
2023-12-19,464.7538757324219
2023-12-20,458.31365966796875
2023-12-21,462.6593322753906
2023-12-22,463.5891418457031
2023-12-26,465.5466613769531
2023-12-27,466.388427734375
2023-12-28,466.5645446777344
2023-12-29,465.2138977050781
2024-01-02,462.61041259765625
2024-01-03,458.8323669433594
2024-01-04,457.35443115234375
2024-01-05,457.98089599609375
2024-01-08,464.51898193359375
2024-01-09,463.81427001953125
2024-01-10,466.4373779296875
2024-01-11,466.23175048828125
2024-01-12,466.55474853515625
2024-01-16,464.8419494628906
2024-01-17,462.2580261230469
2024-01-18,466.36883544921875
2024-01-19,472.1826477050781
2024-01-22,473.1810302734375
2024-01-23,474.56103515625
2024-01-24,475.0798034667969
2024-01-25,477.6636657714844
2024-01-26,477.056884765625
2024-01-29,480.8348388671875
2024-01-30,480.46295166015625
2024-01-31,472.62310791015625
2024-02-01,478.8088684082031
2024-02-02,483.8495178222656
2024-02-05,482.0876770019531
2024-02-06,483.4873046875
2024-02-07,487.51983642578125
2024-02-08,487.7351379394531
2024-02-09,490.553955078125
2024-02-12,490.338623046875
2024-02-13,483.585205078125
2024-02-14,487.9798278808594
2024-02-15,491.34674072265625
2024-02-16,488.8998718261719
2024-02-20,486.2083435058594
2024-02-21,486.64874267578125
2024-02-22,496.7201843261719
2024-02-23,497.0627136230469
2024-02-26,495.2421875
2024-02-27,496.1622619628906
2024-02-28,495.5065002441406
2024-02-29,497.287841796875
2024-03-01,501.9565124511719
2024-03-04,501.4181823730469
2024-03-05,496.4069519042969
2024-03-06,498.9223327636719
2024-03-07,503.8748474121094
2024-03-08,500.8504943847656
2024-03-11,500.4198303222656
2024-03-12,505.80303955078125
2024-03-13,505.0102233886719
2024-03-14,504.01190185546875
2024-03-15,500.55108642578125
2024-03-18,503.52593994140625
2024-03-19,506.3240966796875
2024-03-20,511.0072021484375
2024-03-21,512.6959228515625
2024-03-22,511.7239990234375
2024-03-25,510.3101806640625
2024-03-26,509.3675842285156
2024-03-27,513.6483154296875
2024-03-28,513.550048828125
2024-04-01,512.6566162109375
2024-04-02,509.3971252441406
2024-04-03,509.9566345214844
2024-04-04,503.7321472167969
2024-04-05,508.9945068359375
2024-04-08,509.2791748046875
2024-04-09,509.8682556152344
2024-04-10,504.76300048828125
2024-04-11,508.57232666015625
2024-04-12,501.552490234375
2024-04-15,495.26898193359375
2024-04-16,494.36572265625
2024-04-17,491.4399108886719
2024-04-18,490.4286804199219
2024-04-19,486.1480712890625
2024-04-22,490.6250915527344
2024-04-23,496.4471435546875
2024-04-24,496.2115173339844
2024-04-25,494.3264465332031
2024-04-26,499.0096435546875
2024-04-29,500.77685546875
2024-04-30,492.84393310546875
2024-05-01,491.24359130859375
2024-05-02,495.83843994140625
2024-05-03,501.9845275878906
2024-05-06,507.16839599609375
2024-05-07,507.7279968261719
2024-05-08,507.7771301269531
2024-05-09,510.70281982421875
2024-05-10,511.3607177734375
2024-05-13,511.4293518066406
2024-05-14,513.7759399414062
2024-05-15,520.1380004882812
2024-05-16,519.0677490234375
2024-05-17,519.81396484375
2024-05-20,520.4129028320312
2024-05-21,521.689208984375
2024-05-22,520.1870727539062
2024-05-23,516.3875122070312
2024-05-24,519.80419921875
2024-05-28,520.1674194335938
2024-05-29,516.52490234375
2024-05-30,513.0985107421875
2024-05-31,517.7718505859375
2024-06-03,518.1940307617188
2024-06-04,518.773193359375
2024-06-05,524.9390258789062
2024-06-06,524.9291381835938
2024-06-07,524.291015625
2024-06-10,525.9109497070312
2024-06-11,527.1774291992188
2024-06-12,531.5071411132812
2024-06-13,532.5773315429688
2024-06-14,532.9014892578125
2024-06-17,537.1427612304688
2024-06-18,538.5074462890625
2024-06-20,537.0445556640625
2024-06-21,536.3245239257812
2024-06-24,534.5811157226562
2024-06-25,536.6398315429688
2024-06-26,537.3095703125
2024-06-27,538.1566162109375
2024-06-28,536.0389404296875
2024-07-01,537.1421508789062
2024-07-02,540.7568969726562
2024-07-03,543.1701049804688
2024-07-05,546.3023071289062
2024-07-08,546.9327392578125
2024-07-09,547.4644775390625
2024-07-10,552.8818359375
2024-07-11,548.1145629882812
2024-07-12,551.5718383789062
2024-07-15,553.0886840820312
2024-07-16,556.3687133789062
2024-07-17,548.5676879882812
2024-07-18,544.3519897460938
2024-07-19,540.7372436523438
2024-07-22,546.3121337890625
2024-07-23,545.4552001953125
2024-07-24,533.0938110351562
2024-07-25,530.3162841796875
2024-07-26,536.255615234375
2024-07-29,536.5708618164062
2024-07-30,533.852294921875
2024-07-31,542.5298461914062
2024-08-01,534.8470458984375
2024-08-02,524.8890991210938
2024-08-05,509.60235595703125
2024-08-06,514.3007202148438
2024-08-07,510.8630676269531
2024-08-08,522.6728515625
2024-08-09,524.977783203125
2024-08-12,525.2535400390625
2024-08-13,533.8916625976562
2024-08-14,535.5759887695312
2024-08-15,544.7559814453125
2024-08-16,545.977294921875
2024-08-19,551.197509765625
2024-08-20,550.30126953125
2024-08-21,552.1923217773438
2024-08-22,547.8585205078125
2024-08-23,553.6796875
2024-08-26,552.3598022460938
2024-08-27,553.1182861328125
2024-08-28,549.9072265625
2024-08-29,549.95654296875
2024-08-30,555.2064208984375
2024-09-03,543.78076171875
2024-09-04,542.667724609375
2024-09-05,541.347900390625
2024-09-06,532.2368774414062
2024-09-09,538.1959228515625
2024-09-10,540.5401611328125
2024-09-11,546.0855102539062
2024-09-12,550.6854858398438
2024-09-13,553.5615234375
2024-09-16,554.3790893554688
2024-09-17,554.6055297851562
2024-09-18,552.960693359375
2024-09-19,562.3966064453125
2024-09-20,561.4244384765625
2024-09-23,562.827392578125
2024-09-24,564.4378051757812
2024-09-25,563.1929321289062
2024-09-26,565.42578125
2024-09-27,564.6058349609375
2024-09-30,566.8682250976562
2024-10-01,561.7900390625
2024-10-02,562.0271606445312
2024-10-03,560.9996337890625
2024-10-04,566.09765625
2024-10-07,560.9798583984375
2024-10-08,566.285400390625
2024-10-09,570.2076416015625
2024-10-10,569.2098388671875
2024-10-11,572.6183471679688
2024-10-14,577.3014526367188
2024-10-15,572.8159790039062
2024-10-16,575.3056640625
2024-10-17,575.3551635742188
2024-10-18,577.5682373046875
2024-10-21,576.6196899414062
2024-10-22,576.3134765625
2024-10-23,571.0474243164062
2024-10-24,572.282470703125
2024-10-25,572.0848388671875
2024-10-28,573.8533935546875
2024-10-29,574.7821044921875
2024-10-30,573.0432739257812
2024-10-31,561.809814453125
2024-11-01,564.1809692382812
2024-11-04,562.9656982421875
2024-11-05,569.77294921875
2024-11-06,583.9407348632812
2024-11-07,588.455810546875
2024-11-08,591.0048828125
2024-11-11,591.5679931640625
2024-11-12,589.7303466796875
2024-11-13,590.016845703125
2024-11-14,586.2229614257812
2024-11-15,578.7142333984375
2024-11-18,581.08544921875
2024-11-19,583.2096557617188
2024-11-20,583.4072265625
2024-11-21,586.5391235351562
2024-11-22,588.3569946289062
2024-11-25,590.3528442382812
2024-11-26,593.4353637695312
2024-11-27,591.63720703125
2024-11-29,595.3125
2024-12-02,596.3795166015625
2024-12-03,596.6560668945312
2024-12-04,600.361083984375
2024-12-05,599.3731079101562
2024-12-06,600.50927734375
2024-12-09,597.4168701171875
2024-12-10,595.5594482421875
2024-12-11,600.16357421875
2024-12-12,597.071044921875
2024-12-13,596.9525756835938
2024-12-16,599.5015258789062
2024-12-17,597.031494140625
2024-12-18,579.2379150390625
2024-12-19,579.0599975585938
2024-12-20,586.01513671875
2024-12-23,589.5243530273438
2024-12-24,596.076904296875
2024-12-26,596.11669921875
2024-12-27,589.8416137695312
2024-12-30,583.1105346679688
2024-12-31,580.9891357421875
2025-01-02,579.5616455078125
2025-01-03,586.8081665039062
2025-01-06,590.1885375976562
2025-01-07,583.5169677734375
2025-01-08,584.3695068359375
2025-01-10,575.4476928710938
2025-01-13,576.3399047851562
2025-01-14,577.1329345703125
2025-01-15,587.6309814453125
2025-01-16,586.5008544921875
2025-01-17,592.3892822265625
2025-01-21,597.811767578125
2025-01-22,601.1723022460938
2025-01-23,604.4535522460938
2025-01-24,602.68896484375
2025-01-27,594.1637573242188
2025-01-28,599.2689819335938
2025-01-29,596.5825805664062
2025-01-30,599.7844848632812
2025-01-31,596.5924072265625
2025-02-03,592.57763671875
2025-02-04,596.5527954101562
2025-02-05,598.9715576171875
2025-02-06,601.0533447265625
2025-02-07,595.5515747070312
2025-02-10,599.5960693359375
2025-02-11,600.0521850585938
2025-02-12,598.1190795898438
2025-02-13,604.4337158203125
2025-02-14,604.4039916992188
2025-02-18,606.1784057617188
2025-02-19,607.6058959960938
2025-02-20,605.078125
2025-02-21,594.728759765625
2025-02-24,592.0224609375
2025-02-25,589.0782470703125
2025-02-26,589.3756713867188
2025-02-27,579.9680786132812
2025-02-28,589.0187377929688
2025-03-03,578.69921875
2025-03-04,571.8493041992188
2025-03-05,577.995361328125
2025-03-06,567.7352905273438
2025-03-07,570.9173583984375
2025-03-10,555.710693359375
2025-03-11,551.0911254882812
2025-03-12,554.0155639648438
2025-03-13,546.6301879882812
2025-03-14,557.9212646484375
2025-03-17,562.2236328125
2025-03-18,556.1468505859375
2025-03-19,562.2037963867188
2025-03-20,560.5780029296875
2025-03-21,560.762939453125
2025-03-24,570.8053588867188
2025-03-25,572.177490234375
2025-03-26,565.3466796875
2025-03-27,563.8452758789062
2025-03-28,552.4904174804688
2025-03-31,556.1991577148438
2025-04-01,557.7700805664062
2025-04-02,561.2999267578125
2025-04-03,533.6385498046875
2025-04-04,502.3977966308594
2025-04-07,501.5029296875
2025-04-08,493.64801025390625
2025-04-09,545.4906005859375
2025-04-10,521.5877075195312
2025-04-11,530.894287109375
2025-04-14,536.0447387695312
2025-04-15,534.5433349609375
2025-04-16,522.6614990234375
2025-04-17,523.4072265625
2025-04-21,510.94873046875
2025-04-22,524.2424926757812
2025-04-23,532.3658447265625
2025-04-24,543.5715942382812
2025-04-25,547.4990844726562
2025-04-28,547.7078247070312
2025-04-29,551.1580810546875
2025-04-30,551.3768310546875
2025-05-01,555.2843627929688
2025-05-02,563.527099609375
2025-05-05,560.2955932617188
2025-05-06,555.6124877929688
2025-05-07,557.9490966796875
2025-05-08,561.8367919921875
2025-05-09,561.1209106445312
2025-05-12,579.66455078125
2025-05-13,583.4926147460938
2025-05-14,584.2383422851562
2025-05-15,587.0919189453125
2025-05-16,590.810546875
2025-05-19,591.4568481445312
2025-05-20,589.46826171875
2025-05-21,579.5352783203125
2025-05-22,579.7639770507812
2025-05-23,575.806640625
2025-05-27,587.7780151367188
2025-05-28,584.3775024414062
2025-05-29,586.6842651367188
2025-05-30,586.028076171875
2025-06-02,589.3291015625
2025-06-03,592.6898193359375
2025-06-04,592.5307006835938
2025-06-05,589.6671142578125
2025-06-06,595.722412109375
2025-06-09,596.2593383789062
2025-06-10,599.639892578125
2025-06-11,597.9297485351562
2025-06-12,600.3060913085938
2025-06-13,593.5946044921875
2025-06-16,599.2421875
2025-06-17,594.1216430664062
2025-06-18,594.0321044921875
2025-06-20,592.636962890625
2025-06-23,598.49072265625
2025-06-24,605.1024169921875
2025-06-25,605.4414672851562
2025-06-26,610.1783447265625
2025-06-27,613.2098999023438
2025-06-30,616.1417846679688
2025-07-01,615.9423828125
2025-07-02,618.734619140625
2025-07-03,623.611083984375
2025-07-07,618.9639892578125
2025-07-08,618.6249389648438
2025-07-09,622.3345947265625
2025-07-10,624.0897827148438
2025-07-11,621.8958129882812
2025-07-14,623.08251953125
2025-07-15,620.419921875
2025-07-16,622.494140625
2025-07-17,626.3035888671875
2025-07-18,625.8449096679688
2025-07-21,627.0316162109375
2025-07-22,627.121337890625
2025-07-23,632.4566040039062
2025-07-24,632.6659545898438
2025-07-25,635.3385620117188
2025-07-28,635.1790161132812
2025-07-29,633.503662109375
2025-07-30,632.7058715820312
2025-07-31,630.3324584960938
2025-08-01,620.0010375976562
2025-08-04,629.4249267578125
2025-08-05,626.2337646484375
2025-08-06,631.030517578125
2025-08-07,630.501953125
2025-08-08,635.4183349609375
2025-08-11,634.1618041992188
2025-08-12,640.9131469726562
2025-08-13,643.1070556640625
2025-08-14,643.1668701171875
2025-08-15,641.6610717773438
2025-08-18,641.5214233398438
2025-08-19,638.0410766601562
2025-08-20,636.3457641601562
2025-08-21,633.7928466796875
2025-08-22,643.52587890625
2025-08-25,640.6936645507812
2025-08-26,643.3762817382812
2025-08-27,644.8422241210938
2025-08-28,647.1258544921875
2025-08-29,643.2666015625
2025-09-02,638.4998168945312
2025-09-03,641.960205078125
2025-09-04,647.3253173828125
2025-09-05,645.4505004882812
2025-09-08,647.0361328125
2025-09-09,648.531982421875
2025-09-10,650.4067993164062
2025-09-11,655.8118286132812
2025-09-12,655.5924072265625
2025-09-15,659.0827026367188
2025-09-16,658.1752319335938
2025-09-17,657.3575439453125
2025-09-18,660.4290161132812
2025-09-19,663.7000122070312
2025-09-22,666.8400268554688
2025-09-23,663.2100219726562
2025-09-24,661.0999755859375
2025-09-25,658.0499877929688
2025-09-26,661.8200073242188
2025-09-29,663.6799926757812
2025-09-30,666.1799926757812
2025-10-01,668.4500122070312
2025-10-02,669.219970703125
2025-10-03,669.2100219726562
2025-10-06,671.6099853515625
2025-10-07,669.1199951171875
2025-10-08,673.1099853515625
